Step Type,Target Page,Step Number,Step Title,Option
Instructional Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},21,21,
Instructional Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},22,22,
Instructional Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},23,23,
Interval Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},25,25,Interval Duration
Instructional Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},26,26,
Instructional Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},27,27,
Interval Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},28,28,Interval Duration
Customized Step,WsRepo : Worksheet Stepifier,14,14,
Customized Step,WsRepo : Worksheet Stepifier,14,14,
Customized Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},14,14,
Customized Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},15,15,
Interval Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},19,19,No Less than Lower Bound
Interval Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},19,19,No Less than Lower Bound
Interval Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},19,19,No Less than Lower Bound
Interval Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},19,19,No Less than Lower Bound
Interval Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},19,19,No Less than Lower Bound
Interval Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},24,24,Interval Duration
Customized Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},29,29,
Customized Step,WsRepo : SECTION B (Day 2): Read-out {26390545},1,1,
Customized Step,WsRepo : SECTION B (Day 2): Read-out {26390545},2,2,
Customized Step,WsRepo : SECTION B (Day 2): Read-out {26390545},3,3,
Interval Step,WsRepo : SECTION B (Day 2): Read-out {26390545},4,4,No Less than Lower Bound
Instructional Step,WsRepo : SECTION B (Day 2): Read-out {26390545},5,5,
Incubation,WsRepo : SECTION B (Day 2): Read-out {26390545},6,6,No Less than Lower Bound
Customized Step,WsRepo : SECTION B (Day 2): Read-out {26390545},7,Plate 1,
Customized Step,WsRepo : BAL-19-031-873-PWS,11,11,
Customized Step,WsRepo : BAL-19-031-873-PWS,12,12,
Customized Step,WsRepo : Titration Analysis of anti-AAV8 Antibodies in Human Serum Samples,12,12,
Customized Step,WsRepo : Assay Day 1  {26390382},6,6,
Customized Step,WsRepo : Assay Day 2  {26390382},4,4,
Customized Step,WsRepo : Assay Day 1  {26390361},6,6,
Customized Step,WsRepo : Assay Day 2  {26390362},4,4,
Instructional Step,WsRepo : Screening and Titer for Detection of Anti-ZTS-00508841 Antibodies in Canine Serum using a Validated Electrochemiluminescence Method,6,6,
Instructional Step,WsRepo : Screening and Titer for Detection of Anti-ZTS-00508841 Antibodies in Canine Serum using a Validated Electrochemiluminescence Method,1,1,
Incubation,WsRepo : Detection of Anti-AAVrh10 Antibodies in Cynomolgus Monkey Serum Samples,1,1,Interval Duration
Customized Step,WsRepo : Procedure Day 2   {26391673},1,1,
WashProgram Step,WsRepo : Procedure Day 2   {26391673},2,2,
Instructional Step,WsRepo : Procedure Day 2   {26391673},3,3,
Incubation,WsRepo : Procedure Day 2   {26391673},4,4,Interval Duration
Instructional Step,WsRepo : Procedure Day 2   {26391673},4,4,
Instructional Step,WsRepo : Procedure Day 2   {26391673},5,5,
Instructional Step,WsRepo : Procedure Day 2   {26391673},6,6,
Incubation,WsRepo : Day 2  {28610016},7,7,Interval Duration
WashProgram Step,WsRepo : Procedure Day 2   {26391673},8,8,
Incubation,WsRepo : Procedure Day 2   {26391673},9,9,Interval Duration
WashProgram Step,WsRepo : Procedure Day 2   {26391673},10,10,
Incubation,WsRepo : Procedure Day 2   {26391673},11 Plate 1,Step 11 Plate 1,No Greater than Higher Bound
Incubation,WsRepo : Procedure Day 2   {26391673},11 Plate 1,11 Plate 1,No Greater than Higher Bound
Incubation,WsRepo : Procedure Day 2   {26391673},11plate2,11 Plate 2,No Greater than Higher Bound
Instructional Step,WsRepo : Procedure Day 2   {26391673},12,12,
Instructional Step,WsRepo : Procedure Day 2   {26391673},3,3,
Customized Step,WsRepo : Assay Part 2 - Cell Plating  {23008277},11,11,
Instructional Step,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},11,11 Plate 1,
Instructional Step,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},12,12,
Instructional Step,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},13,13,
Instructional Step,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},14,14,
Instructional Step,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},15,15,
Customized Step,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},16,16,
Incubation,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},17,17,Interval Duration
Instructional Step,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},18,18,
Instructional Step,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},19,19,
Instructional Step,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},20,20,
Instructional Step,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},21,21,
Instructional Step,WsRepo : Assay Part 3 - Purification of Acid Dissociated Samples  {23008277},11,11,
Customized Step,WsRepo : SECTION A (Day 1): Cell plating in Etoposide and transducing cells with AAV9-FLuc  {26390545},4,4,
Instructional Step,WsRepo : Worksheet Stepifier,11,11,
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Antibodies to Recombinant Human Acid Alpha Glucosidase  (rhGAA) in Human Plasma Using an MSD Electrochemiluminescent Assay,1,1,
Incubation,WsRepo : Screening/Titer Worksheet for Detection of Antibodies to Recombinant Human Acid Alpha Glucosidase  (rhGAA) in Human Plasma Using an MSD Electrochemiluminescent Assay,2,2,No Less than Lower Bound
Instructional Step,WsRepo : Detection of Neutralizing Antibodies to Recombinant Human Acid Alpha Glucosidase(rhGAA)in Human Plasma Samples Using a 4-methylumbelliferyl-α-D-glucopyranoside (4-MU-Glc) Substrate-based Enzymatic Assay,3,3,
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Antibodies to Recombinant Human Acid Alpha Glucosidase  (rhGAA) in Human Plasma Using an MSD Electrochemiluminescent Assay,3,3,
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Antibodies to Recombinant Human Acid Alpha Glucosidase  (rhGAA) in Human Plasma Using an MSD Electrochemiluminescent Assay,4,4,
Incubation,WsRepo : Screening/Titer Worksheet for Detection of Antibodies to Recombinant Human Acid Alpha Glucosidase  (rhGAA) in Human Plasma Using an MSD Electrochemiluminescent Assay,5,5,Interval Duration
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Antibodies to Recombinant Human Acid Alpha Glucosidase  (rhGAA) in Human Plasma Using an MSD Electrochemiluminescent Assay,6,6,
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Antibodies to Recombinant Human Acid Alpha Glucosidase  (rhGAA) in Human Plasma Using an MSD Electrochemiluminescent Assay,7,7,
Incubation,WsRepo : Screening/Titer Worksheet for Detection of Antibodies to Recombinant Human Acid Alpha Glucosidase  (rhGAA) in Human Plasma Using an MSD Electrochemiluminescent Assay,8,8,Interval Duration
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Antibodies to Recombinant Human Acid Alpha Glucosidase  (rhGAA) in Human Plasma Using an MSD Electrochemiluminescent Assay,9,9,
Customized Step,WsRepo : Screening/Titer Worksheet for Detection of Antibodies to Recombinant Human Acid Alpha Glucosidase  (rhGAA) in Human Plasma Using an MSD Electrochemiluminescent Assay,10,10,
Instructional Step,WsRepo : Screening/Titer Worksheet for Detection of Antibodies to Recombinant Human Acid Alpha Glucosidase  (rhGAA) in Human Plasma Using an MSD Electrochemiluminescent Assay,11,11,
Customized Step,WsRepo : Worksheet Stepifier,1a,1 Number of Vials,
Customized Step,WsRepo : Worksheet Stepifier,1b,1 Incubation,
Customized Step,WsRepo : Worksheet Stepifier,2,2,
Customized Step,WsRepo : Worksheet Stepifier,3,3,
Customized Step,WsRepo : Worksheet Stepifier,4,4,
WashProgram Step,WsRepo : Worksheet for Validation of an Electrochemiluminscence Method for the Quantification of SL-9258 in Infusion Buffer,7,7,
Customized Step,WsRepo : 1X Wash Buffer Reagent Preparation for MBL Kit for BAL-19-222-MTH-001,3,3,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,9,9,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,9,9,
Customized Step,WsRepo : Day 1  {28610016},7p1,7 Plate 1,
Customized Step,WsRepo : Day 1  {28610016},7p2,7 Plate 2,
Customized Step,WsRepo : Day 1  {28610016},7p3,7 Plate 3,
Customized Step,WsRepo : Day 1  {28610016},7p4,7 Plate 4,
Customized Step,WsRepo : Day 1  {28610016},7p1,7 Plate 1,
Customized Step,WsRepo : Day 2  {28610016},3p1,3 Plate 1,
Customized Step,WsRepo : Day 2  {28610016},3p2,3 Plate 2,
Customized Step,WsRepo : Day 2  {28610016},3p3,3 Plate 3,
Customized Step,WsRepo : Day 2  {28610016},3p4,3 Plate 4,
Customized Step,WsRepo : Day 1  {28612325},7,7,
Customized Step,WsRepo : Day 1  {28612325},7,7,
Instructional Step,WsRepo : Worksheet Stepifier,1,1,
Instructional Step,WsRepo : Worksheet Stepifier,1z,1z,
N/A Step,WsRepo : Worksheet Stepifier,1zna,1zna,
,,,,
Customized Step,WsRepo : Customized Form,1tstCS,CS Test,
Customized Step,WsRepo : Customized Form,2CS,CS 2,
Customized Step,WsRepo : Worksheet Stepifier,2,2,
Customized Step,WsRepo : Worksheet Stepifier,3,3,
Incubation,WsRepo : Worksheet Stepifier,step1a,1 Plate 1,Interval Duration
Incubation,WsRepo : Worksheet Stepifier,1a,1 Plate 1,Interval Duration
Incubation,WsRepo : Worksheet Stepifier,1a,1 Plate 1,Interval Duration
Customized Step,WsRepo : NFS-60 NAB - CONFIRMATORY ASSAY DAY 2   {28612657},9,9,
Customized Step,WsRepo : NFS-60 NAB - CONFIRMATORY ASSAY DAY 2   {28612657},9,9,
Incubation,WsRepo : Procedure - Cell Preparation    {26393647},15A,15A - Plate 1,Interval Duration
Customized Step,WsRepo : Day 1 and Day 2    {26396121},7,7,
Customized Step,WsRepo : Day 2 Cell Preparation Worksheet   {28622370},9,9,
Customized Step,WsRepo : Day 2 Cell Preparation Worksheet   {28622370},9,9,
Customized Step,WsRepo : Worksheet Stepifier,1,1,
Customized Step,WsRepo : Step 1zna {26908763},1,1,
Customized Step,WsRepo : Step 1zna {26908763},,,
Customized Step,WsRepo : Step 1zna {26908763},7,7,
,,,,
Plate Map,WsRepo : Step 1zna {26908763},222,222,
Interval Step,WsRepo : Assay Execution - TTI-622 Potency,28,28,Interval Duration
Interval Step,WsRepo : Assay Execution - TTI-622 Potency,31,31,Interval Duration
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,7,7,
Customized Step,WsRepo : Step 1zna {26908763},5,5,
N/A Step,WsRepo : Worksheet Stepifier,7na,7NA,
,,,,
N/A Step,WsRepo : Worksheet Stepifier,NA,NA,
,,,,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,7,7,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,7,7,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,7,7,
N/A Step,WsRepo : Step 1zna {26908763},22222,22222,
,,,,
N/A Step,WsRepo : Worksheet Stepifier,5,5,
,,,,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,7,7,
N/A Step,WsRepo : Worksheet Stepifier,7,7,
,,,,
Customized Step,WsRepo : Worksheet Stepifier,1,1,
Customized Step,WsRepo : Critical Reagents,1,1,
Customized Step,WsRepo : Critical Reagents,1,1,
Incubation,WsRepo : Neutralizing Anti-ZTS-00075623 Worksheet,4,4,Interval Duration
Incubation,WsRepo : Neutralizing Anti-ZTS-00075623 Worksheet,4,4,Interval Duration
Instructional Step,"WsRepo : Standard Curve and Detection Agent Titration for ROS in Liquid using Ca(OCl)2 as a  Calibrator in ASEA, RENU-28, and Redox Gel",1,1,
Instructional Step,"WsRepo : Standard Curve and Detection Agent Titration for ROS in Liquid using Ca(OCl)2 as a  Calibrator in ASEA, RENU-28, and Redox Gel",2,2,
Instructional Step,"WsRepo : Standard Curve and Detection Agent Titration for ROS in Liquid using Ca(OCl)2 as a  Calibrator in ASEA, RENU-28, and Redox Gel",3,3,
Instructional Step,"WsRepo : Standard Curve and Detection Agent Titration for ROS in Liquid using Ca(OCl)2 as a  Calibrator in ASEA, RENU-28, and Redox Gel",3,3,
Instructional Step,"WsRepo : Standard Curve and Detection Agent Titration for ROS in Liquid using Ca(OCl)2 as a  Calibrator in ASEA, RENU-28, and Redox Gel",4,4,
Instructional Step,"WsRepo : Standard Curve and Detection Agent Titration for ROS in Liquid using Ca(OCl)2 as a  Calibrator in ASEA, RENU-28, and Redox Gel",5,5,
Instructional Step,"WsRepo : Standard Curve and Detection Agent Titration for ROS in Liquid using Ca(OCl)2 as a  Calibrator in ASEA, RENU-28, and Redox Gel",6,6,
Instructional Step,"WsRepo : Standard Curve and Detection Agent Titration for ROS in Liquid using Ca(OCl)2 as a  Calibrator in ASEA, RENU-28, and Redox Gel",7,7,
Instructional Step,"WsRepo : Standard Curve and Detection Agent Titration for ROS in Liquid using Ca(OCl)2 as a  Calibrator in ASEA, RENU-28, and Redox Gel",8,8,
Instructional Step,"WsRepo : Standard Curve and Detection Agent Titration for ROS in Liquid using Ca(OCl)2 as a  Calibrator in ASEA, RENU-28, and Redox Gel",9,9,
Customized Step,WsRepo : Assay Execution - TTI-622 Potency,7,7,
Customized Step,WsRepo : Worksheet for Detection of Neutralizing Antibodies (NAb) against XMT-1592 in Human Lithium Heparin Plasma Samples with Citric Acid Treatment,1,1,
Instructional Step,WsRepo : BioAnalytical Procedure – Day 2   {28615667},2,2,
Incubation,WsRepo : BioAnalytical Procedure – Day 2   {28615667},3,3,Interval Duration
Instructional Step,WsRepo : BioAnalytical Procedure – Day 2   {28615667},4,4,
Instructional Step,WsRepo : BioAnalytical Procedure – Day 2   {28615667},5,5,
Incubation,WsRepo : BioAnalytical Procedure – Day 2   {28615667},6,6,Interval Duration
Instructional Step,WsRepo : BioAnalytical Procedure – Day 2   {28615667},7,7,
Instructional Step,WsRepo : BioAnalytical Procedure – Day 2   {28615667},8,8,
Instructional Step,WsRepo : BioAnalytical Procedure – Day 2   {28615667},9,9,
Incubation,WsRepo : Appendix A. Bead Extraction Worksheet   {28628258},9,9,Interval Duration
Incubation,WsRepo : Appendix A. Bead Extraction Worksheet   {28628258},11,11,Interval Duration
Incubation,WsRepo : Appendix A. Bead Extraction Worksheet   {28628258},13B,13B,Interval Duration
Incubation,WsRepo : Appendix B. APL-2 Assay Worksheet   {28628258},6,6,Interval Duration
Incubation,WsRepo : Appendix B. APL-2 Assay Worksheet   {28628258},8,8,Interval Duration
Incubation,WsRepo : Appendix B. APL-2 Assay Worksheet   {28628258},10,10,Interval Duration
Incubation,WsRepo : Worksheet for Biomarker Analysis of TIMP-1 in Pediatric Serum using the Validated R&D Systems Quantikine® ELISA Human TIMP-1 Immunoassay Kit,6,6,Interval Duration
Incubation,WsRepo : Reagent Standard {26908763},1,1,Interval Duration
Incubation,WsRepo : Worksheet Stepifier,34,34,Interval Duration
Incubation,WsRepo : Reagent Standard {26908763},2,2,Interval Duration
Incubation,WsRepo : Reagent Standard {26908763},2,2,Interval Duration
Customized Step,WsRepo : Quantification of ATRC-101 in Human Serum Samples Using a Validated Electrochemiluminescence Method,1,1,
Instructional Step,WsRepo : Section A: A549 Cell Plating {28634844},1,1,
Customized Step,WsRepo : Section A: A549 Cell Plating {28634844},2,2,
Instructional Step,WsRepo : Section A: A549 Cell Plating {28634844},3,3,
Customized Step,WsRepo : Section A: A549 Cell Plating {28634844},4,4,
Interval Step,WsRepo : Section A: A549 Cell Plating {28634844},5,5,Interval Duration
Customized Step,WsRepo : Section A: A549 Cell Plating {28634844},6,6,
Customized Step,WsRepo : Section A: A549 Cell Plating {28634844},7,7,
Incubation,WsRepo : Worksheet Confirmatory for Detection of Anti-GS-3583 Antibodies in Human Serum of Subjects with Advanced Solid Tumors Using a Validated Electrochemiluminescent Bridging Assay,2,2,Interval Duration
Customized Step,WsRepo : Section A: A549 Cell Plating {28634844},8,8,
Customized Step,WsRepo : Section A: A549 Cell Plating {28634844},8,8,
Customized Step,WsRepo : Section A: A549 Cell Plating {28634844},9,9,
